date,bikes_hired,season,min_temp,max_temp,avg_temp,avg_humidity,avg_pressure,avg_windspeed,rainfall_mm,rain,fog,thunderstorm,snow
24-01-15,17748,1,,,5.1,75,1026,16,2.8,TRUE,FALSE,FALSE,FALSE
25-01-15,15267,1,8.4,-1.2,4.4,81,1030,11,0,FALSE,FALSE,FALSE,FALSE
26-01-15,22867,1,,,8.3,77,1024,16,0.3,TRUE,FALSE,FALSE,FALSE
27-01-15,25222,1,9.2,,5.8,77,1026,13,0.3,FALSE,FALSE,FALSE,FALSE
28-01-15,21685,1,,,6.7,73,1006,27,0,TRUE,FALSE,FALSE,FALSE
29-01-15,21421,1,7.4,,2.9,80,985,26,1,TRUE,FALSE,FALSE,FALSE
30-01-15,21405,1,6.7,,3.6,79,979,18,1.5,TRUE,FALSE,FALSE,FALSE
31-01-15,10385,1,,-0.7,2.9,80,985,16,0.3,TRUE,FALSE,FALSE,TRUE
01-02-15,11420,1,,,3.6,66,1000,21,3.3,TRUE,FALSE,FALSE,TRUE
02-02-15,21770,1,,,0.1,72,1006,10,0,FALSE,FALSE,FALSE,FALSE
03-02-15,20028,1,4.3,-0.7,1.3,88,1008,10,0,TRUE,TRUE,FALSE,TRUE
04-02-15,22056,1,,0.7,2.7,79,1020,11,0.5,TRUE,FALSE,FALSE,FALSE
05-02-15,21396,1,5.1,,2.4,80,1026,13,0,TRUE,FALSE,FALSE,TRUE
06-02-15,21146,1,5.4,-0.3,2.4,68,1031,16,0.3,FALSE,FALSE,FALSE,FALSE
07-02-15,13324,1,5.4,,2.9,86,1036,11,0,TRUE,FALSE,FALSE,FALSE
08-02-15,15983,1,,,4.9,76,1038,8,0.3,FALSE,FALSE,FALSE,FALSE
09-02-15,24078,1,,0.1,5.7,80,1034,8,0,FALSE,FALSE,FALSE,FALSE
10-02-15,24399,1,6.9,3.9,5.2,79,1032,5,0,FALSE,FALSE,FALSE,FALSE
11-02-15,23870,1,5.4,,4.9,74,1025,10,0,FALSE,FALSE,FALSE,FALSE
12-02-15,23429,1,4.6,,3.8,71,1020,6,0,FALSE,FALSE,FALSE,FALSE
13-02-15,17836,1,9.2,,6.2,86,1003,18,0,TRUE,FALSE,FALSE,FALSE
14-02-15,14644,1,,,6.6,88,1002,11,7.1,TRUE,FALSE,FALSE,FALSE
15-02-15,17253,1,9.5,,6.4,84,1013,8,0.3,TRUE,FALSE,FALSE,FALSE
16-02-15,16548,1,8.6,-0.2,5.3,91,1016,8,0.3,TRUE,TRUE,FALSE,FALSE
17-02-15,25288,1,9.2,,5.1,69,1036,11,5.6,FALSE,FALSE,FALSE,FALSE
18-02-15,25340,1,10.7,0,5.2,72,1037,11,0,FALSE,FALSE,FALSE,FALSE
19-02-15,17081,1,8.7,,6.3,85,1021,18,0,TRUE,FALSE,FALSE,FALSE
20-02-15,21014,1,7.2,,6.2,83,1006,10,6.1,TRUE,FALSE,FALSE,FALSE
21-02-15,16490,1,7.8,,4,78,1002,13,0.5,TRUE,FALSE,FALSE,FALSE
22-02-15,9214,1,,-2.1,3.4,88,1003,16,1.5,TRUE,FALSE,FALSE,FALSE
23-02-15,21857,1,,,5.9,70,992,26,6.6,TRUE,FALSE,FALSE,FALSE
24-02-15,23758,1,,3.5,6.6,67,1005,26,1.3,TRUE,FALSE,FALSE,FALSE
25-02-15,21708,1,12.3,4.6,8.5,81,1015,11,1,TRUE,FALSE,FALSE,FALSE
26-02-15,20131,1,11.4,,8.8,84,1013,14,1.5,TRUE,FALSE,FALSE,FALSE
27-02-15,24540,1,9.9,,4.6,69,1019,13,4.6,FALSE,FALSE,FALSE,FALSE
28-02-15,13677,1,,4.9,8.1,86,1008,21,0,TRUE,FALSE,FALSE,FALSE
01-03-15,15817,1,11.7,,8.7,68,1000,31,1.8,TRUE,FALSE,TRUE,FALSE
02-03-15,22379,1,9,2.5,5.4,64,1008,26,3.3,TRUE,FALSE,FALSE,FALSE
03-03-15,24001,1,9.9,2.7,5.7,65,1016,19,0,TRUE,FALSE,FALSE,FALSE
04-03-15,24544,1,10.9,1.7,6.1,64,1030,19,0,FALSE,FALSE,FALSE,FALSE
05-03-15,24959,1,12.6,-0.4,5.9,69,1039,11,0,FALSE,FALSE,FALSE,FALSE
06-03-15,25527,1,13.2,,8.4,64,1034,18,0,FALSE,FALSE,FALSE,FALSE
07-03-15,27754,1,16,5.9,9.8,68,1025,18,0,FALSE,FALSE,FALSE,FALSE
08-03-15,20207,1,,,9.4,79,1023,16,0,TRUE,FALSE,FALSE,FALSE
09-03-15,24230,1,,1.2,6.9,87,1025,11,0,TRUE,FALSE,FALSE,FALSE
10-03-15,27878,1,12.5,,7.8,65,1030,10,0.3,FALSE,FALSE,FALSE,FALSE
11-03-15,27610,1,13.9,2.8,8.1,72,1029,13,0,TRUE,FALSE,FALSE,FALSE
12-03-15,28324,1,14.6,,10,52,1025,13,0,FALSE,FALSE,FALSE,FALSE
13-03-15,25840,1,11.6,,8.7,54,1023,13,0,FALSE,FALSE,FALSE,FALSE
14-03-15,18270,1,8.7,2.8,5.7,63,1030,16,0,TRUE,FALSE,FALSE,FALSE
15-03-15,10744,1,7.3,4.9,5.9,78,1028,14,0,TRUE,FALSE,FALSE,FALSE
16-03-15,19950,1,8.3,,6.1,83,1023,11,1.5,TRUE,FALSE,FALSE,FALSE
17-03-15,25956,1,12.7,4,7.8,83,1025,8,1.3,TRUE,FALSE,FALSE,FALSE
18-03-15,26618,1,11.4,,6.8,77,1032,10,0,FALSE,FALSE,FALSE,FALSE
19-03-15,24241,1,,,6.7,79,1033,13,0,FALSE,FALSE,FALSE,FALSE
20-03-15,25424,1,12.1,,7.4,74,1027,10,0,FALSE,FALSE,FALSE,FALSE
21-03-15,16304,2,,,7.2,70,1026,11,0,FALSE,FALSE,FALSE,FALSE
22-03-15,18782,2,9.7,,5.9,64,1026,13,0,FALSE,FALSE,FALSE,FALSE
23-03-15,25741,2,12.2,0.9,7,69,1016,11,0,TRUE,FALSE,FALSE,FALSE
24-03-15,24161,2,10.7,,7,70,1010,8,2.8,TRUE,FALSE,FALSE,FALSE
25-03-15,25779,2,10.3,0.3,5.3,69,1011,8,0.5,FALSE,FALSE,FALSE,FALSE
26-03-15,20415,2,13,3.5,7.7,72,1006,16,3,TRUE,FALSE,FALSE,FALSE
27-03-15,26567,2,13.1,1.4,7.8,63,1020,13,5.1,FALSE,FALSE,FALSE,FALSE
28-03-15,19242,2,14.3,6.9,11.2,80,1011,21,0,TRUE,FALSE,FALSE,FALSE
29-03-15,8987,2,,,10.7,79,1000,32,0,TRUE,FALSE,FALSE,FALSE
30-03-15,22235,2,,,8.7,67,1007,23,4.8,TRUE,FALSE,FALSE,FALSE
31-03-15,22898,2,13.4,,10.6,56,1007,40,1.5,TRUE,FALSE,FALSE,FALSE
01-04-15,23677,2,12.3,,7.4,62,1022,26,0,TRUE,FALSE,FALSE,FALSE
02-04-15,22818,2,11.9,,8.7,70,1020,18,1.5,TRUE,FALSE,FALSE,FALSE
03-04-15,11503,2,,6.8,9.6,90,1016,11,1.5,TRUE,FALSE,FALSE,FALSE
04-04-15,13828,2,10,,8.6,77,1022,10,3,TRUE,FALSE,FALSE,FALSE
05-04-15,19685,2,13.1,5.7,8.9,70,1027,6,0.3,TRUE,FALSE,FALSE,FALSE
06-04-15,25724,2,17.4,1.8,9.5,74,1032,8,0,FALSE,FALSE,FALSE,FALSE
07-04-15,29525,2,17.9,3.7,11.1,65,1036,6,0,FALSE,FALSE,FALSE,FALSE
08-04-15,30882,2,,,,67,1032,6,,FALSE,FALSE,FALSE,FALSE
09-04-15,31671,2,,,,70,1027,8,,FALSE,TRUE,FALSE,FALSE
10-04-15,32299,2,,,,60,1018,10,,TRUE,FALSE,FALSE,FALSE
11-04-15,25415,2,,,,58,1018,19,,TRUE,FALSE,FALSE,FALSE
12-04-15,29457,2,,,,60,1026,18,,TRUE,FALSE,FALSE,FALSE
13-04-15,28203,2,,,,67,1030,10,,TRUE,FALSE,FALSE,FALSE
14-04-15,34830,2,,,,66,1025,14,,FALSE,TRUE,FALSE,FALSE
15-04-15,37709,2,,,,51,1017,10,,FALSE,FALSE,FALSE,FALSE
16-04-15,30656,2,,,,61,1015,13,,TRUE,FALSE,FALSE,FALSE
17-04-15,30001,2,,,,55,1020,18,,TRUE,FALSE,FALSE,FALSE
18-04-15,29846,2,,,,58,1027,19,,FALSE,FALSE,FALSE,FALSE
19-04-15,19906,2,,,,63,1025,13,,FALSE,FALSE,FALSE,FALSE
20-04-15,32163,2,,,,60,1029,11,,FALSE,FALSE,FALSE,FALSE
21-04-15,35103,2,,,,54,1034,11,,FALSE,FALSE,FALSE,FALSE
22-04-15,32559,2,,,,62,1030,14,,FALSE,FALSE,FALSE,FALSE
23-04-15,32935,2,,,,66,1020,10,,FALSE,FALSE,FALSE,FALSE
24-04-15,32332,2,,,,72,1011,13,,TRUE,FALSE,FALSE,FALSE
25-04-15,25441,2,,,,77,1006,18,,TRUE,FALSE,FALSE,FALSE
26-04-15,19565,2,,,,77,1008,10,,TRUE,FALSE,FALSE,FALSE
27-04-15,30735,2,,,,51,1011,10,,TRUE,FALSE,FALSE,FALSE
28-04-15,32024,2,,,,56,1016,19,,FALSE,FALSE,FALSE,FALSE
29-04-15,26197,2,14.1,,9.2,66,1013,19,2,TRUE,FALSE,FALSE,FALSE
30-04-15,31854,2,15.9,,9.8,56,1011,16,0,FALSE,FALSE,FALSE,FALSE
01-05-15,29822,2,13.6,5.9,8.9,60,1010,16,0,FALSE,FALSE,FALSE,FALSE
02-05-15,22474,2,15.7,,9.9,68,1009,14,0,TRUE,FALSE,FALSE,FALSE
03-05-15,21375,2,20.3,9.4,14.3,81,998,21,1.8,TRUE,FALSE,FALSE,FALSE
04-05-15,26933,2,,,13.9,68,1002,19,1.5,TRUE,FALSE,FALSE,FALSE
05-05-15,26633,2,16.4,,13.9,70,995,27,7.1,TRUE,FALSE,FALSE,FALSE
06-05-15,24556,2,14.8,,11.7,72,1004,31,2.5,TRUE,FALSE,FALSE,FALSE
07-05-15,31283,2,17.5,8.5,12.4,62,1015,21,4.3,TRUE,FALSE,FALSE,FALSE
08-05-15,27029,2,,7.9,12.4,70,1013,10,0,TRUE,FALSE,FALSE,FALSE
09-05-15,27995,2,19.3,,13.7,60,1016,26,0.3,TRUE,FALSE,FALSE,FALSE
10-05-15,32399,2,19.4,,14,68,1023,13,0,FALSE,FALSE,FALSE,FALSE
11-05-15,33872,2,21.6,,15.7,67,1018,14,0,FALSE,FALSE,FALSE,FALSE
12-05-15,33930,2,18.2,,13.4,55,1019,18,0,TRUE,FALSE,FALSE,FALSE
13-05-15,36877,2,20.1,,13.3,53,1019,10,0.3,FALSE,FALSE,FALSE,FALSE
14-05-15,15657,2,,,9.3,85,1013,18,0,TRUE,FALSE,FALSE,FALSE
15-05-15,32522,2,15.6,,11.1,72,1021,13,,TRUE,FALSE,FALSE,FALSE
16-05-15,32720,2,18.8,,14.7,58,1024,16,0,TRUE,FALSE,FALSE,FALSE
17-05-15,31506,2,17.7,6.4,12.2,60,1025,14,0,FALSE,FALSE,FALSE,FALSE
18-05-15,24385,2,15.8,,11.6,68,1007,23,,TRUE,FALSE,FALSE,FALSE
19-05-15,28408,2,14.7,,9.7,66,1005,24,2,TRUE,FALSE,TRUE,FALSE
20-05-15,30650,2,16,4,10.6,64,1016,14,0.3,TRUE,FALSE,FALSE,FALSE
21-05-15,34922,2,20.4,5.3,13.3,54,1026,11,0,FALSE,FALSE,FALSE,FALSE
22-05-15,33624,2,19.6,7.4,14.3,71,1025,13,0,TRUE,FALSE,FALSE,FALSE
23-05-15,23989,2,17.7,,14.6,66,1024,11,0,TRUE,FALSE,FALSE,FALSE
24-05-15,30267,2,20,12,15.5,65,1020,13,0,TRUE,FALSE,FALSE,FALSE
25-05-15,29607,2,16.7,8.9,13.6,57,1020,11,0.3,FALSE,FALSE,FALSE,FALSE
26-05-15,34880,2,19.7,9.3,14.3,59,1023,11,0,TRUE,FALSE,FALSE,FALSE
27-05-15,36496,2,20.3,,13.7,58,1023,13,0,TRUE,FALSE,FALSE,FALSE
28-05-15,34496,2,18.1,,14.1,50,1014,23,0,FALSE,FALSE,FALSE,FALSE
29-05-15,26155,2,14.6,,11.2,67,1009,18,0,TRUE,FALSE,FALSE,FALSE
30-05-15,29432,2,18.6,6.6,12.4,59,1013,14,2.5,FALSE,FALSE,FALSE,FALSE
31-05-15,15075,2,16.3,,12.9,75,1008,21,2.5,TRUE,FALSE,FALSE,FALSE
01-06-15,27893,2,16.5,7.6,11.6,62,1012,21,0.5,TRUE,FALSE,FALSE,FALSE
02-06-15,28070,2,20.1,10.7,14.8,79,1005,34,0.5,TRUE,FALSE,FALSE,FALSE
03-06-15,35630,2,20.4,,14.9,53,1021,19,0,FALSE,FALSE,FALSE,FALSE
04-06-15,39687,2,23.6,8.5,16.9,51,1024,8,0,FALSE,FALSE,FALSE,FALSE
05-06-15,35048,2,24.4,,17.7,65,1016,14,0.5,TRUE,FALSE,FALSE,FALSE
06-06-15,33088,2,20.5,,14.1,52,1024,21,0.3,FALSE,FALSE,FALSE,FALSE
07-06-15,35757,2,20.4,,14.6,51,1031,11,0,FALSE,FALSE,FALSE,FALSE
08-06-15,32745,2,18.9,,13.6,54,1033,10,0,TRUE,FALSE,FALSE,FALSE
09-06-15,33447,2,15.7,,11.7,57,1033,16,0,FALSE,FALSE,FALSE,FALSE
10-06-15,35862,2,19.2,9.4,13.9,51,1028,18,0,FALSE,FALSE,FALSE,FALSE
11-06-15,38969,2,24.7,9.5,17.3,55,1019,18,0,FALSE,FALSE,FALSE,FALSE
12-06-15,35367,2,25.4,12.9,18.9,65,1009,10,0,TRUE,FALSE,FALSE,FALSE
13-06-15,30566,2,20,14.7,16.7,80,1009,16,0.5,TRUE,FALSE,FALSE,FALSE
14-06-15,25402,2,18.1,,14.3,76,1013,11,0,TRUE,FALSE,FALSE,FALSE
15-06-15,34723,2,20.7,,14.6,58,1022,14,0.3,TRUE,FALSE,FALSE,FALSE
16-06-15,38166,2,24.5,,16.8,55,1025,10,0,FALSE,FALSE,FALSE,FALSE
17-06-15,38799,2,26.1,11.7,18.3,67,1023,18,0,FALSE,FALSE,FALSE,FALSE
18-06-15,38875,2,22.1,,17.6,55,1021,14,0,TRUE,FALSE,FALSE,FALSE
19-06-15,36220,2,22.1,,16.4,53,1022,11,0,FALSE,FALSE,FALSE,FALSE
20-06-15,26546,2,20.4,12.9,16.4,74,1021,10,0,TRUE,FALSE,FALSE,FALSE
21-06-15,30621,3,21.2,,16.8,62,1016,21,2.5,TRUE,FALSE,FALSE,FALSE
22-06-15,29711,3,18.4,10.9,14.3,69,1011,18,5.8,TRUE,FALSE,FALSE,FALSE
23-06-15,37663,3,21.3,11.8,15.8,58,1017,10,0.3,FALSE,FALSE,FALSE,FALSE
24-06-15,39183,3,24.4,12.4,17.8,57,1020,13,0,FALSE,FALSE,FALSE,FALSE
25-06-15,38856,3,25.2,11.8,18.9,56,1021,11,0,FALSE,FALSE,FALSE,FALSE
26-06-15,37281,3,27.7,13.5,19.3,58,1017,14,0,FALSE,FALSE,FALSE,FALSE
27-06-15,36885,3,25.1,11.7,18.6,56,1019,16,0,FALSE,FALSE,FALSE,FALSE
28-06-15,25846,3,21.4,,17.9,67,1019,14,0,TRUE,FALSE,FALSE,FALSE
29-06-15,39280,3,25.9,13.3,19.4,55,1022,11,1.5,FALSE,FALSE,FALSE,FALSE
30-06-15,43582,3,30.3,13.4,22.6,44,1019,11,0,TRUE,FALSE,FALSE,FALSE
01-07-15,42891,3,36.7,,27.9,40,1012,16,0,TRUE,FALSE,FALSE,FALSE
02-07-15,38467,3,26.2,,20.5,67,1018,14,0,TRUE,FALSE,FALSE,FALSE
03-07-15,39940,3,27.2,13,20.2,56,1023,10,0,TRUE,FALSE,FALSE,FALSE
04-07-15,38640,3,27.2,,21.3,67,1017,14,9.4,TRUE,FALSE,TRUE,FALSE
05-07-15,29963,3,24.7,13.8,17.8,61,1017,13,0,TRUE,FALSE,FALSE,FALSE
06-07-15,38895,3,23.7,12.4,18.2,60,1018,16,0,TRUE,FALSE,FALSE,FALSE
07-07-15,38120,3,24.3,,18.3,59,1009,18,0,TRUE,FALSE,FALSE,FALSE
08-07-15,41921,3,21.5,13.6,17.3,62,1011,23,0.3,TRUE,FALSE,FALSE,FALSE
09-07-15,73094,3,23.1,10.9,17.4,44,1022,11,0.5,FALSE,FALSE,FALSE,FALSE
10-07-15,43266,3,26.7,13,20.2,45,1020,11,0,FALSE,FALSE,FALSE,FALSE
11-07-15,42676,3,26,14.4,20.2,49,1016,13,0,TRUE,FALSE,FALSE,FALSE
12-07-15,23498,3,22.6,,17.7,80,1017,19,0.5,TRUE,FALSE,FALSE,FALSE
13-07-15,27646,3,20.8,,18.1,86,1015,16,3.8,TRUE,FALSE,FALSE,FALSE
14-07-15,35600,3,22.9,16.8,18.7,78,1017,18,1.8,TRUE,FALSE,FALSE,FALSE
15-07-15,34878,3,22.5,,19.1,76,1018,11,2.3,TRUE,FALSE,FALSE,FALSE
16-07-15,39609,3,25.3,14.9,19.4,65,1016,13,0,TRUE,FALSE,TRUE,FALSE
17-07-15,38845,3,,14.9,19.4,67,1011,16,6.6,TRUE,FALSE,FALSE,FALSE
18-07-15,38906,3,23.6,,17.7,55,1016,16,0.3,TRUE,FALSE,FALSE,FALSE
19-07-15,36989,3,,13.9,19.2,51,1011,14,0.8,TRUE,FALSE,FALSE,FALSE
20-07-15,32140,3,24.7,14,18.4,81,1010,11,0,TRUE,FALSE,FALSE,FALSE
21-07-15,41001,3,26.5,,19.6,61,1012,19,0.3,FALSE,FALSE,FALSE,FALSE
22-07-15,38133,3,23,,18.4,63,1015,14,0,TRUE,FALSE,FALSE,FALSE
23-07-15,39368,3,22.4,,17.2,58,1017,13,0.5,FALSE,FALSE,FALSE,FALSE
24-07-15,16135,3,17.3,,14.9,77,1010,8,0,TRUE,FALSE,FALSE,FALSE
25-07-15,32982,3,21.7,11.4,16.3,61,1012,16,37.6,TRUE,FALSE,FALSE,FALSE
26-07-15,12497,3,17.2,,14.4,83,1006,14,0,TRUE,FALSE,FALSE,FALSE
27-07-15,32103,3,20.9,,17.1,70,1000,27,7.1,TRUE,FALSE,FALSE,FALSE
28-07-15,36310,3,20.8,12.9,16.2,60,1006,27,0,TRUE,FALSE,FALSE,FALSE
29-07-15,37021,3,20.3,9.7,14.8,65,1011,18,0,TRUE,FALSE,FALSE,FALSE
30-07-15,36350,3,20.3,,15.3,56,1018,11,0.3,TRUE,FALSE,FALSE,FALSE
31-07-15,36932,3,22.7,8.7,16.4,54,1018,6,0,FALSE,FALSE,FALSE,FALSE
01-08-15,43492,3,21.5,9.4,16.3,59,1016,11,0,TRUE,FALSE,FALSE,FALSE
02-08-15,43679,3,26.2,,18.9,60,1016,11,0,FALSE,FALSE,FALSE,FALSE
03-08-15,35609,3,25.1,,19.2,64,1011,18,0,TRUE,FALSE,FALSE,FALSE
04-08-15,37864,3,22.4,,17.7,59,1013,21,0,FALSE,FALSE,FALSE,FALSE
05-08-15,39010,3,22,14.8,16.7,70,1013,13,0,TRUE,FALSE,FALSE,FALSE
06-08-15,63963,3,,13.7,18.7,69,1013,14,4.3,TRUE,FALSE,FALSE,FALSE
07-08-15,39788,3,24.8,12.5,19.1,55,1017,8,0,FALSE,FALSE,FALSE,FALSE
08-08-15,39362,3,,14.5,20.4,62,1023,10,0,FALSE,FALSE,FALSE,FALSE
09-08-15,40758,3,26.6,12.5,19.9,57,1020,11,0,FALSE,FALSE,FALSE,FALSE
10-08-15,35625,3,22.7,,19.3,77,1017,14,0,TRUE,FALSE,FALSE,FALSE
11-08-15,34567,3,21.3,13.9,17.5,67,1020,8,0,TRUE,FALSE,FALSE,FALSE
12-08-15,36838,3,23.4,15,18.6,67,1023,11,1.5,TRUE,FALSE,FALSE,FALSE
13-08-15,26185,3,20.3,,18.3,85,1015,14,0,TRUE,FALSE,FALSE,FALSE
14-08-15,25638,3,21.3,,17.8,89,1006,10,7.4,TRUE,TRUE,FALSE,FALSE
15-08-15,34137,3,20.7,,16.8,61,1012,10,1.5,TRUE,FALSE,FALSE,FALSE
16-08-15,30948,3,,11.3,16.4,60,1017,6,0,FALSE,FALSE,FALSE,FALSE
17-08-15,36003,3,,,17.9,56,1017,6,0,FALSE,FALSE,FALSE,FALSE
18-08-15,34776,3,19.5,,16.6,63,1015,13,0,TRUE,FALSE,FALSE,FALSE
19-08-15,31903,3,,,16.3,77,1017,13,0.3,TRUE,FALSE,FALSE,FALSE
20-08-15,32857,3,21.1,15.1,18.4,86,1019,14,6.6,TRUE,FALSE,FALSE,FALSE
21-08-15,36329,3,26.5,,21.1,70,1020,18,0,FALSE,FALSE,FALSE,FALSE
22-08-15,44724,3,30.7,15,22.4,63,1014,10,0,FALSE,FALSE,FALSE,FALSE
23-08-15,27202,3,22,,18.7,66,1003,16,0,TRUE,FALSE,FALSE,FALSE
24-08-15,17520,3,17,12.5,14.7,91,1000,10,3,TRUE,FALSE,FALSE,FALSE
25-08-15,28401,3,19,,15.3,85,1008,19,13.7,TRUE,FALSE,FALSE,FALSE
26-08-15,23969,3,,,17.2,85,1004,21,5.3,TRUE,FALSE,TRUE,FALSE
27-08-15,30856,3,19.6,13.5,15.6,79,1007,16,48,TRUE,FALSE,FALSE,FALSE
28-08-15,33201,3,21.1,,16.1,70,1016,14,3.8,TRUE,TRUE,FALSE,FALSE
29-08-15,22828,3,22.3,,17.3,77,1020,10,0,TRUE,FALSE,FALSE,FALSE
30-08-15,25191,3,20.8,,17.4,81,1017,8,3.3,TRUE,FALSE,FALSE,FALSE
31-08-15,9709,3,16,,15.1,91,1014,10,7.1,TRUE,FALSE,FALSE,FALSE
01-09-15,25739,3,19.2,,15.2,77,1017,8,10.7,TRUE,FALSE,FALSE,FALSE
02-09-15,30313,3,19,,13.7,74,1017,8,0.5,TRUE,FALSE,FALSE,FALSE
03-09-15,31163,3,16.4,,12.9,71,1016,11,0,TRUE,FALSE,FALSE,FALSE
04-09-15,29913,3,16.6,,13.6,67,1017,10,0,TRUE,FALSE,FALSE,FALSE
05-09-15,22475,3,16.3,,12.7,73,1022,10,0.5,TRUE,FALSE,FALSE,FALSE
06-09-15,29539,3,19.9,5.7,13.2,66,1028,6,0,FALSE,FALSE,FALSE,FALSE
07-09-15,31917,3,19.3,,13.7,73,1030,8,0,FALSE,TRUE,FALSE,FALSE
08-09-15,32968,3,16.5,,13.7,73,1028,8,0,FALSE,FALSE,FALSE,FALSE
09-09-15,33332,3,19.7,12.7,15,72,1023,13,0,TRUE,FALSE,FALSE,FALSE
10-09-15,35956,3,21.2,11.8,15.9,70,1020,13,0.5,FALSE,FALSE,FALSE,FALSE
11-09-15,34690,3,22.3,,16.4,65,1014,13,0,TRUE,FALSE,FALSE,FALSE
12-09-15,29143,3,21.5,,17.2,66,1008,18,0.3,TRUE,FALSE,FALSE,FALSE
13-09-15,26342,3,20,10,13.6,73,1006,10,0.3,TRUE,FALSE,FALSE,FALSE
14-09-15,25923,3,19.8,,13.9,81,995,16,9.9,TRUE,FALSE,FALSE,FALSE
15-09-15,28311,3,19.9,,13.6,78,996,21,1.3,TRUE,FALSE,FALSE,FALSE
16-09-15,18764,3,16,10.5,12.9,90,989,11,0.5,TRUE,FALSE,FALSE,FALSE
17-09-15,32336,3,18.5,,13.7,75,999,14,18.8,TRUE,FALSE,FALSE,FALSE
18-09-15,30124,3,19.5,,14.5,81,1011,10,0.3,TRUE,FALSE,FALSE,FALSE
19-09-15,33855,3,19.6,10.7,14.5,74,1024,6,9.7,FALSE,FALSE,FALSE,FALSE
20-09-15,31380,3,20.2,,14,78,1025,8,0,FALSE,TRUE,FALSE,FALSE
21-09-15,23831,4,,,13.5,89,1012,13,0,TRUE,FALSE,FALSE,FALSE
22-09-15,20567,4,15.3,,11.6,86,1002,10,5.6,TRUE,FALSE,FALSE,FALSE
23-09-15,34193,4,17.4,7.9,13,74,1011,16,0.5,FALSE,FALSE,FALSE,FALSE
24-09-15,29537,4,18.7,,14.9,75,1014,19,1,TRUE,FALSE,FALSE,FALSE
25-09-15,35064,4,17.9,8.5,13,67,1023,10,1,FALSE,FALSE,FALSE,FALSE
26-09-15,32955,4,18,6.7,12.3,69,1029,5,0,FALSE,FALSE,FALSE,FALSE
27-09-15,30024,4,19.3,7.8,13.1,71,1033,10,0.3,TRUE,FALSE,FALSE,FALSE
28-09-15,33341,4,18.4,,13.4,74,1036,11,0,FALSE,FALSE,FALSE,FALSE
29-09-15,34591,4,19.1,,14.2,70,1035,11,0,FALSE,FALSE,FALSE,FALSE
30-09-15,35143,4,18.7,9.7,13.9,66,1033,14,0,FALSE,FALSE,FALSE,FALSE
01-10-15,34845,4,18.8,,13.7,69,1031,13,0,FALSE,FALSE,FALSE,FALSE
02-10-15,35782,4,19,,13.1,73,1025,8,0,FALSE,FALSE,FALSE,FALSE
03-10-15,29224,4,16.7,,11.8,81,1015,6,0,FALSE,FALSE,FALSE,FALSE
04-10-15,30096,4,18.2,,12.1,75,1014,8,0,FALSE,FALSE,FALSE,FALSE
05-10-15,20833,4,17.4,12.4,15.4,92,1004,16,0.3,TRUE,FALSE,FALSE,FALSE
06-10-15,25972,4,19.4,,16.2,90,997,14,11.2,TRUE,FALSE,FALSE,FALSE
07-10-15,28817,4,16,,13.8,86,1008,18,5.3,TRUE,FALSE,FALSE,FALSE
08-10-15,33877,4,17.2,,11.4,75,1021,10,0,FALSE,FALSE,FALSE,FALSE
09-10-15,34392,4,,6.7,11.8,77,1023,5,0.3,FALSE,TRUE,FALSE,FALSE
10-10-15,29683,4,16.2,8,12.1,82,1020,8,0,FALSE,FALSE,FALSE,FALSE
11-10-15,27984,4,15.8,,12.1,73,1017,10,0,FALSE,FALSE,FALSE,FALSE
12-10-15,31469,4,14.3,,10.8,69,1019,8,0,FALSE,FALSE,FALSE,FALSE
13-10-15,31753,4,13.1,,9.9,71,1023,11,0,TRUE,FALSE,FALSE,FALSE
14-10-15,30815,4,13.6,5.6,9.6,78,1023,11,0,TRUE,FALSE,FALSE,FALSE
15-10-15,31062,4,,,10.6,79,1021,11,0.5,TRUE,FALSE,FALSE,FALSE
16-10-15,30295,4,13.9,10.6,11.9,79,1022,16,0,TRUE,FALSE,FALSE,FALSE
17-10-15,24555,4,,,11.4,76,1020,13,0,TRUE,FALSE,FALSE,FALSE
18-10-15,23282,4,15.7,10.9,12.4,83,1021,10,0,TRUE,FALSE,FALSE,FALSE
19-10-15,30127,4,14.3,,11.8,83,1025,8,0.5,TRUE,FALSE,FALSE,FALSE
20-10-15,32949,4,16,8,11.3,76,1026,6,0,FALSE,FALSE,FALSE,FALSE
21-10-15,19085,4,,8.5,12,92,1018,11,1.5,TRUE,FALSE,FALSE,FALSE
22-10-15,30539,4,,,13.2,71,1017,16,4.3,TRUE,FALSE,FALSE,FALSE
23-10-15,30515,4,,,11.7,73,1021,6,0.3,FALSE,FALSE,FALSE,FALSE
24-10-15,17058,4,,,11.5,82,1015,11,0,TRUE,FALSE,FALSE,FALSE
25-10-15,23591,4,12,,7,82,1025,8,3.3,FALSE,FALSE,FALSE,FALSE
26-10-15,30606,4,17.1,5.3,11.2,86,1014,13,0.3,FALSE,FALSE,FALSE,FALSE
27-10-15,32635,4,,,13.9,86,1009,11,0,FALSE,TRUE,FALSE,FALSE
28-10-15,24040,4,16.4,,12.7,87,1007,11,1.5,TRUE,FALSE,FALSE,FALSE
29-10-15,27534,4,15.5,,12.4,92,1012,14,3.3,TRUE,FALSE,FALSE,FALSE
30-10-15,24195,4,16.3,11.4,14.1,87,1018,14,4.8,TRUE,FALSE,FALSE,FALSE
